event_date,gri,volume_score,severity_score,concentration_score,total_events,avg_goldstein,gri_armed_conflict_,gri_sanctions_finan,gri_technology_cont,gri_trade_policy_ac,gri_resource_energy,gri_regulatory_sove,gri_political_trans,gri_institutional_a
2023-09-09,51.0,18.645736485101953,84.50902862789678,48.545836113966075,2819,-6.901805725579356,56.1,54.2,,51.9,,52.1,52.4,
2023-09-10,51.0,17.529485342696866,84.33406151006804,51.438671550378224,2682,-6.866812302013608,56.3,59.2,,49.0,,50.3,48.3,
2023-09-11,64.4,53.19468450579756,84.34032881205647,47.05666337285203,4144,-6.868065762411294,74.2,66.2,,74.1,,56.0,65.2,
2023-09-12,65.7,57.0725961906785,84.25381152979406,45.88649083570757,4308,-6.8507623059588125,75.3,72.9,,74.1,,58.1,67.9,
2023-09-13,68.7,63.66678878791642,84.31554423336935,47.6186155805601,4529,-6.86310884667387,80.0,71.1,,68.3,,69.4,68.3,
2023-09-14,67.1,62.066410023494605,83.96130926579698,43.20407184416764,4537,-6.792261853159398,76.4,87.0,,71.1,,75.4,72.0,
2023-09-15,67.4,63.17990994253437,84.0165214643734,42.4204299189847,4593,-6.803304292874676,76.4,94.0,,73.8,,70.4,72.3,
2023-09-16,53.1,27.01219556814749,84.12929413754273,43.281800150555966,3164,-6.825858827508549,58.3,75.0,,57.9,,68.1,56.9,
2023-09-17,51.8,20.495956384017667,84.44272957510009,49.262033740155175,2797,-6.8885459150200195,57.4,65.1,,56.2,,53.9,49.3,
2023-09-18,65.5,57.08247032548071,84.41210079039998,44.46873164527435,4308,-6.882420158079993,74.7,85.2,,69.5,,61.1,68.3,
2023-09-19,69.0,65.5700829936552,84.20492503726457,45.67913097363733,4607,-6.840985007452913,80.0,83.1,,73.4,,72.5,68.9,
2023-09-20,69.5,67.40607173641068,84.55353258311712,43.739042080518104,4737,-6.910706516623425,80.0,80.7,,79.3,,79.2,73.1,
2023-09-21,72.2,73.46544875246153,84.29217345629608,45.71705848046607,4935,-6.858434691259217,84.4,84.6,,78.3,,65.9,72.2,
2023-09-22,66.7,59.83108279269509,84.40045457218963,45.226373586917354,4428,-6.880090914437926,77.0,73.6,,78.2,,67.2,68.5,
2023-09-23,55.1,28.53126667617923,84.39734607878988,49.84076843000192,3151,-6.879469215757974,62.3,56.1,,57.5,,58.0,53.4,
2023-09-24,52.4,19.335138531051676,84.74929163304935,53.8136388401587,2714,-6.949858326609872,58.5,51.7,,53.6,,58.0,47.1,
2023-09-25,64.2,52.32790468553181,84.44894072220457,47.47480063771236,4093,-6.889788144440914,74.1,64.8,,69.1,,64.2,64.3,
2023-09-26,67.1,60.4033247314146,84.39492095850156,45.6678087890266,4449,-6.878984191700313,77.4,71.2,,70.6,,70.5,69.8,
2023-09-27,68.5,65.08392435268351,84.0609859448635,43.97701795140418,4656,-6.812197188972699,79.0,73.8,,78.3,,87.5,71.8,
2023-09-28,66.1,58.86786088855914,84.36296907051903,44.14452767421337,4433,-6.872593814103806,75.7,73.3,,67.8,,70.5,72.2,
2023-09-29,66.5,59.174000932851825,84.30428017129896,45.36869142745573,4444,-6.8608560342597915,76.5,67.2,,70.5,,58.3,72.1,
2023-09-30,53.3,24.700735827692807,84.81946653339143,47.23859265537278,3049,-6.963893306678287,59.1,58.7,,56.0,,54.2,55.3,
2023-10-01,52.8,20.537755046288897,84.59793219380849,53.72920632533006,2765,-6.919586438761696,58.9,53.6,,54.8,,47.7,47.7,
2023-10-02,61.5,46.036594144574,84.08601504913283,47.48028735406314,3834,-6.817203009826562,70.6,70.9,,63.6,,55.0,61.2,
2023-10-03,68.7,64.02942362218747,84.26218274337202,47.085339944597166,4544,-6.852436548674403,80.5,78.6,,66.8,,74.8,67.0,
2023-10-04,69.9,67.63793491637571,84.10466306129518,45.997135100153294,4734,-6.820932612259037,81.7,74.0,,71.0,,68.1,72.0,
2023-10-05,71.5,71.591098313075,84.27370233244206,45.72838460900102,4886,-6.854740466488411,84.0,78.2,,77.8,,75.1,71.8,
2023-10-06,68.4,64.06306799234169,84.27074423603563,45.50098110643109,4628,-6.854148847207125,79.6,65.7,,72.4,,87.5,70.8,
2023-10-07,66.1,54.3003159403436,84.4324889680587,53.09320006736933,4084,-6.886497793611743,78.4,58.8,,74.0,,73.2,55.2,
2023-10-08,64.2,47.11961013016266,84.73707165275546,57.06347647291186,3732,-6.947414330551091,75.6,63.7,,74.7,,54.0,48.6,
2023-10-09,77.2,82.7559394566639,84.069507818148,52.35275764166837,5174,-6.813901563629599,93.5,78.1,,92.8,,62.7,62.3,
2023-10-10,80.0,91.16192168114465,83.84099169539773,50.00643954783525,5598,-6.768198339079547,96.5,83.6,,92.8,,74.9,68.0,
2023-10-11,80.3,92.20313176470637,83.84680533205228,49.49638800753996,5742,-6.769361066410457,96.5,83.0,,86.4,,80.5,71.6,
2023-10-12,76.4,83.38151544398787,83.90533493077467,47.346008794585586,5463,-6.781066986154935,90.3,83.2,,88.7,,75.4,72.2,
2023-10-13,74.7,81.0224842247096,84.30660575309929,42.61343604963141,5516,-6.86132115061986,86.7,79.9,,93.0,,87.5,78.6,
2023-10-14,62.6,46.61399999451258,84.52838425315564,50.53905826786151,3869,-6.905676850631127,72.6,63.8,,81.8,,72.3,53.4,
2023-10-15,59.7,38.386400888568495,84.29225041830213,52.919954314665176,3486,-6.8584500836604265,68.8,62.4,,76.8,,61.9,49.0,
2023-10-16,68.9,63.53049677483506,84.12552820865513,49.102374149167765,4608,-6.825105641731024,80.9,69.1,,85.3,,72.1,61.8,
2023-10-17,75.3,79.97324216773278,84.2470755288183,48.19323658959608,5350,-6.849415105763663,89.0,75.3,,86.1,,69.8,71.1,
2023-10-18,77.8,87.07791758988415,84.71094528668924,45.29991727794665,5741,-6.942189057337845,90.9,83.4,,93.9,,70.3,77.7,
2023-10-19,74.3,78.13229254173748,84.63261960541679,45.80559260894678,5382,-6.926523921083357,86.8,75.3,,86.9,,83.6,74.3,
2023-10-20,70.8,69.47273452674358,84.63825416908108,45.91411833920019,5016,-6.927650833816216,82.5,75.1,,83.5,,69.1,71.2,
2023-10-21,59.5,39.48887770906509,84.58664523547785,49.37140686145187,3648,-6.917329047095572,68.5,66.7,,64.4,,63.5,55.4,
2023-10-22,57.2,32.19981793202974,84.74227926361057,52.07913812126489,3283,-6.948455852722117,65.4,57.1,,68.2,,58.0,50.4,
2023-10-23,68.4,62.277632023064385,84.60371303551717,48.392799847112094,4636,-6.920742607103437,80.0,70.7,,78.8,,66.2,64.5,
2023-10-24,70.0,66.4573291204716,84.38958730430855,48.24297195134906,4847,-6.877917460861708,81.8,67.5,,79.5,,60.7,68.1,
2023-10-25,70.0,66.351793130066,84.28789788918976,48.497680336455964,4850,-6.857579577837955,81.7,69.4,,74.5,,63.4,68.1,
2023-10-26,71.0,69.66572260163207,84.18654573219173,47.49141466141,5010,-6.837309146438348,83.2,74.0,,80.6,,72.1,68.3,
2023-10-27,70.9,68.66122208428678,84.16571080333405,48.77333878400477,4960,-6.833142160666812,83.4,72.2,,77.7,,67.0,66.7,
2023-10-28,59.0,37.44905223779325,84.90038935609064,50.1032005134863,3599,-6.98007787121813,67.5,61.3,,66.7,,53.6,55.3,
2023-10-29,58.9,36.17269549220507,85.14537707207737,52.05320833544276,3487,-7.0290754144154715,67.4,66.3,,66.4,,54.3,51.4,
2023-10-30,70.1,65.88298867003847,84.80104218129495,49.10684916701649,4832,-6.960208436258988,81.9,74.3,,75.8,,67.3,65.2,
2023-10-31,72.2,71.88093852547831,84.51874568209462,48.150727922775935,5140,-6.903749136418924,84.5,70.5,,79.9,,74.5,69.6,
2023-11-01,72.0,72.47005918757723,84.15263345106034,46.83117191055849,5218,-6.830526690212068,84.2,73.2,,79.5,,71.1,72.5,
2023-11-02,71.8,71.72708544211171,84.01182031971143,47.46520132751198,5163,-6.802364063942285,84.0,79.2,,80.0,,72.0,69.0,
2023-11-03,69.8,66.96277629908553,84.21028486094485,46.8835740715499,4978,-6.842056972188969,81.5,78.3,,79.8,,69.1,67.9,
2023-11-04,58.2,35.63931884280649,84.32678324833363,51.31103541675216,3540,-6.865356649666725,66.7,62.2,,62.2,,60.0,52.9,
2023-11-05,55.4,28.362694681847536,84.92237087460188,50.291883015278835,3235,-6.984474174920375,62.6,56.2,,60.9,,56.1,53.5,
2023-11-06,64.9,53.20937930805772,84.7784066416675,48.66764810656281,4372,-6.955681328333502,75.0,62.8,,68.8,,60.0,65.1,
2023-11-07,69.0,63.957403167668865,84.46516940856694,47.90569128680664,4861,-6.8930338817133885,80.2,71.2,,71.5,,64.5,69.0,
2023-11-08,67.4,60.39025300962417,84.36636720503785,47.49706161053721,4721,-6.873273441007571,78.0,67.9,,68.7,,70.6,68.9,
2023-11-09,73.0,73.34755514833718,84.53098776482423,49.48864550662306,5277,-6.906197552964848,85.9,70.7,,71.5,,65.9,71.2,
2023-11-10,68.0,60.00846089888842,84.6486273496427,50.665329147290194,4659,-6.929725469928539,79.4,66.4,,69.7,,61.3,63.8,
2023-11-11,57.4,32.64272503172438,85.18821899107127,51.50392632353712,3433,-7.037643798214257,65.3,60.9,,67.9,,53.3,51.4,
2023-11-12,54.5,25.693829785699513,84.7890568996176,51.292217051428565,3125,-6.9578113799235215,61.6,57.6,,62.1,,54.5,50.1,
2023-11-13,66.1,56.19121940978678,84.785886668859,48.61298460277245,4525,-6.957177333771798,76.5,66.1,,72.7,,65.2,64.8,
2023-11-14,69.3,64.57861214258756,84.65553248742879,47.97082825167888,4894,-6.9311064974857555,80.3,81.5,,73.3,,65.7,66.9,
2023-11-15,67.6,61.173242516815826,84.43656535594035,47.01650363282454,4777,-6.887313071188072,78.1,79.3,,71.9,,64.5,67.7,
2023-11-16,69.3,65.79528563609082,84.70114868697772,45.343394829155606,5048,-6.940229737395545,79.4,70.0,,83.7,,69.7,73.2,
2023-11-17,67.5,60.50869563132774,84.50233144031509,47.66558536616756,4768,-6.900466288063019,78.2,73.5,,69.6,,71.5,67.4,
2023-11-18,56.0,30.62622156343927,84.38054786448369,49.785414244599984,3397,-6.876109572896736,63.6,65.2,,63.3,,62.8,51.3,
2023-11-19,51.7,19.144945418285868,84.42117627483917,51.36694842071137,2843,-6.884235254967832,57.7,57.7,,60.0,,58.7,46.7,
2023-11-20,60.9,44.228973038944694,84.46417095593617,47.02054570004562,4051,-6.8928341911872355,69.3,62.8,,66.1,,66.1,63.1,
2023-11-21,66.7,58.38410386789091,84.74260611867138,47.00777304229215,4684,-6.948521223734273,76.9,71.0,,70.3,,68.3,68.4,
2023-11-22,68.4,61.66509713604198,84.39899730140881,49.65363735276359,4779,-6.879799460281762,79.5,72.9,,67.2,,58.4,66.1,
2023-11-23,63.0,47.81072186623516,84.47711042502903,50.30973878517423,4161,-6.895422085005805,72.5,65.7,,61.1,,53.6,61.5,
2023-11-24,58.9,38.63311031066979,84.7923439564686,47.56047169182695,3790,-6.95846879129372,66.6,64.4,,69.3,,52.0,59.6,
2023-11-25,52.9,22.14986933827574,85.02446002638678,50.19358414605222,3031,-7.004892005277355,59.2,59.8,,56.0,,51.0,51.2,
2023-11-26,51.4,18.29386098584879,84.96709255702865,50.33944624156123,2803,-6.993418511405729,57.2,58.4,,60.7,,47.9,48.4,
2023-11-27,60.5,42.96151999896339,84.5777931083367,47.58848915334495,3975,-6.91555862166734,69.0,63.5,,65.0,,57.1,62.6,
2023-11-28,63.3,50.874199175087526,84.26064077392971,46.40200471447684,4340,-6.852128154785942,72.3,71.6,,69.0,,56.6,66.4,
2023-11-29,64.3,53.45893784321102,84.24189871630703,46.12376979820144,4476,-6.848379743261407,73.4,69.3,,69.0,,57.8,68.9,
2023-11-30,65.6,55.74832658071168,84.49314312020556,47.74335301128214,4552,-6.898628624041113,75.5,70.2,,64.9,,61.8,67.8,
2023-12-01,64.6,54.09201215326339,84.24314693604757,46.26909058097281,4489,-6.848629387209515,73.6,83.7,,61.9,,68.5,66.4,
2023-12-02,53.7,25.438800707421827,84.3725006924332,48.85683771550627,3180,-6.874500138486641,60.7,61.5,,58.1,,63.2,51.4,
2023-12-03,57.1,30.679900635317953,84.52791188147313,54.99538263496727,3327,-6.9055823762946265,65.5,55.4,,59.8,,60.1,48.3,
2023-12-04,65.0,52.78527146450428,84.31584271372218,50.55407618806127,4359,-6.863168542744437,75.5,64.0,,65.7,,82.7,59.7,
2023-12-05,65.7,56.569943263117395,84.31401547740069,46.797902271381304,4617,-6.862803095480137,75.7,69.1,,69.4,,65.7,68.6,
2023-12-06,66.8,59.48801052645732,84.25049191886642,46.390689118882555,4748,-6.850098383773282,76.7,76.7,,70.8,,59.0,69.7,
2023-12-07,68.3,62.90601318990277,84.0732622876215,47.30575858186087,4897,-6.814652457524301,79.2,77.0,,67.2,,63.5,70.2,86.0
2023-12-08,64.6,52.99399715635198,84.40665765914484,48.182012246809805,4447,-6.881331531828965,74.5,75.5,,63.7,,54.1,64.9,
2023-12-09,52.7,23.012743314465833,84.52017410388927,48.44556951688798,3130,-6.904034820777855,59.1,64.7,,61.0,,58.6,50.4,
2023-12-10,51.8,20.19085156249567,84.28267130674811,49.95791826508819,2965,-6.856534261349623,58.0,64.5,,54.6,,50.9,49.3,
2023-12-11,62.1,47.14526643233427,84.32686213282439,47.71748014034725,4193,-6.8653724265648775,71.1,73.3,,60.0,,61.4,63.3,
2023-12-12,64.4,52.8920550960314,84.52978783780601,47.05508757556846,4454,-6.905957567561201,74.0,78.9,,62.2,,59.1,66.3,
2023-12-13,64.1,51.775793542398006,84.56224498405103,47.80258336426033,4392,-6.912448996810207,73.5,72.2,,66.2,,59.2,64.9,
2023-12-14,63.2,52.56110712477802,84.13232361426152,42.70924574951924,4525,-6.826464722852303,71.3,77.9,,77.5,,58.0,71.9,
2023-12-15,64.9,54.92147216015735,84.1105046257321,46.568398277692516,4568,-6.822100925146424,74.1,75.1,,68.9,,56.3,67.9,
2023-12-16,54.3,26.897332019992312,84.40131185848247,48.88702071399452,3346,-6.880262371696496,61.2,61.6,,53.5,,51.5,55.5,
2023-12-17,52.3,19.78422320114116,84.54167913825555,52.683775746431024,2943,-6.908335827651108,58.6,54.1,,58.5,,49.9,47.8,
2023-12-18,61.5,44.895148561543024,84.19455854038489,49.51828771746466,4050,-6.838911708076976,70.5,71.6,,63.9,,57.1,59.0,
2023-12-19,62.4,49.06982729309095,84.43996295075422,44.7855546068492,4347,-6.8879925901508425,70.5,74.5,,63.6,,64.2,69.6,
2023-12-20,64.4,54.91276949935275,84.09509896945625,44.21978950950633,4619,-6.819019793891246,73.0,71.5,,67.9,,71.2,73.0,
2023-12-21,62.7,50.97373954383715,83.96247589889411,43.80032185885746,4435,-6.792495179778821,71.0,76.2,,71.2,,57.7,70.7,
2023-12-22,60.0,43.28362617829683,84.00228566495602,45.295831364377484,4072,-6.800457132991207,68.1,73.1,,63.5,,66.4,64.1,
2023-12-23,52.0,20.042813106249767,84.49372933719619,50.921140131929334,3003,-6.898745867439237,58.1,56.2,,58.2,,52.8,49.0,
2023-12-24,49.3,11.531992810546342,84.4233216608567,54.74699300026958,2547,-6.88466433217134,54.6,50.6,,55.2,,45.6,43.8,
2023-12-25,50.6,12.634859565032677,84.78130200100844,58.16953203278682,2499,-6.95626040020169,55.7,50.7,,55.0,,44.6,42.5,
2023-12-26,57.0,30.901455696191693,84.74848888425926,53.796551692664366,3310,-6.949697776851852,64.6,60.1,,64.2,,50.4,50.0,
2023-12-27,60.4,40.56826372937708,84.568170568459,51.659080543566205,3772,-6.913634113691797,68.9,65.8,,62.7,,51.2,56.5,
2023-12-28,62.5,45.957559315706746,84.62158993828798,51.17233116481144,4016,-6.924317987657593,71.6,63.2,,67.5,,60.2,58.5,
2023-12-29,63.3,47.57523975643075,84.49372345855262,52.413499407618325,4073,-6.898744691710523,72.9,65.1,,69.0,,56.7,57.0,
2023-12-30,54.4,25.18911638257426,84.28145456901561,53.1373641986721,3099,-6.856290913803122,61.1,59.6,,59.7,,51.4,49.2,
2023-12-31,54.4,22.950103748088218,84.5236230420103,56.821679501539144,2939,-6.904724608402058,60.8,55.0,,60.4,,49.7,46.2,
2024-01-01,53.8,22.095478821062486,84.63440043210065,55.533308707588155,2891,-6.926880086420129,60.0,51.4,,61.5,,47.8,47.7,
2024-01-02,62.5,45.32337322502912,84.39873217270765,53.02927361775287,3939,-6.879746434541531,72.0,65.0,,63.2,,59.8,56.6,
2024-01-03,65.5,54.249457276796335,84.28895463659867,50.47897085401514,4373,-6.857790927319732,76.0,67.4,,69.5,,66.2,62.1,
2024-01-04,66.8,58.04821505722959,84.3108705587951,49.41868459628368,4563,-6.86217411175902,77.4,68.8,,75.0,,60.1,65.1,
2024-01-05,64.9,53.072684125341134,84.50093763155257,49.299757237355365,4368,-6.900187526310513,74.6,66.0,,66.3,,57.2,65.5,
2024-01-06,56.8,31.41990302846891,84.51496233921078,52.32426597262785,3336,-6.902992467842156,64.2,56.9,,59.2,,54.2,54.0,
2024-01-07,53.2,21.227340338054336,84.4865379860121,54.36300629719483,2803,-6.897307597202422,59.2,59.5,,57.3,,56.6,47.2,
2024-01-08,62.9,48.03688597714683,84.35695615040673,49.47409559205325,4082,-6.871391230081348,71.9,67.4,,63.4,,59.7,62.8,
2024-01-09,65.8,55.55560673771526,84.71003505750531,48.4481874942235,4418,-6.9420070115010635,75.5,70.7,,67.1,,59.9,67.0,
2024-01-10,64.3,52.974003059105094,84.5042480229241,46.67633266088577,4331,-6.90084960458482,73.3,73.2,,63.6,,63.7,68.7,
2024-01-11,65.7,56.74483511529769,84.40009604659245,46.15324750504012,4478,-6.88001920931849,74.9,78.4,,68.9,,56.2,70.3,
2024-01-12,67.4,59.96366541860792,84.11801666143649,48.65809155329243,4555,-6.823603332287294,78.2,71.5,,76.7,,59.7,66.5,
2024-01-13,55.7,29.20169069586396,84.26995513988646,51.60270976322886,3213,-6.853991027977294,62.6,53.5,,69.5,,47.4,53.0,
2024-01-14,53.8,23.2648445467715,84.63709906221209,53.239160852093335,2915,-6.927419812442416,59.9,57.5,,58.8,,49.7,50.1,
2024-01-15,65.3,53.48572079527019,84.28611788677973,50.94195663996233,4212,-6.857223577355947,75.7,64.2,,71.6,,65.5,61.7,
2024-01-16,68.0,60.92028512957953,84.19812531720379,49.744683092582065,4510,-6.8396250634407565,79.1,68.8,,84.6,,53.8,64.7,
2024-01-17,69.4,65.2205701677987,84.43673711468107,47.82490200922909,4723,-6.8873474229362115,80.5,71.2,,81.1,,69.0,69.6,
2024-01-18,71.2,69.12003343304691,84.40304604401786,49.1336615489017,4843,-6.8806092088035715,83.1,76.2,,79.4,,69.7,68.3,
2024-01-19,66.5,58.05248503434905,84.22701898946754,47.84887174971697,4446,-6.845403797893508,76.6,70.0,,74.3,,58.6,68.2,
2024-01-20,56.0,29.71879602071857,84.88845388632504,50.87167387881518,3262,-6.977690777265006,62.6,57.7,,55.7,,49.7,56.2,
2024-01-21,54.2,23.24779979632657,84.58985337474256,55.419330728724304,2900,-6.917970674948512,60.6,51.2,,61.2,,49.4,48.6,
2024-01-22,63.1,48.76551760919424,84.55419459358839,48.793061154565684,4008,-6.91083891871768,72.2,78.5,,64.3,,50.4,63.0,
2024-01-23,67.0,60.040155256760514,84.41888099199613,46.01215880534152,4496,-6.883776198399223,76.7,90.3,,72.8,,63.3,68.6,
2024-01-24,70.2,67.68437255563052,84.02778280947742,47.624433091666035,4808,-6.805556561895483,81.4,68.3,,83.1,,61.4,72.2,
2024-01-25,67.5,61.166242733380045,84.29702598092612,46.77369696269028,4566,-6.859405196185224,77.4,70.2,,73.6,,58.7,72.4,
2024-01-26,62.2,48.360792739802406,84.28047104244996,45.81686310100919,4074,-6.856094208489992,70.4,67.9,,65.6,,59.4,69.1,
2024-01-27,55.6,28.90156743746489,84.20688458336365,51.93095412639372,3172,-6.841376916672729,62.6,59.8,,55.0,,50.5,54.0,
2024-01-28,55.0,26.960001266529776,84.68219776276096,51.916021030822854,3062,-6.9364395525521925,61.6,64.4,,55.8,,49.4,52.7,
2024-01-29,70.2,66.65930446495713,84.25125285959251,49.07885731856446,4686,-6.850250571918504,81.7,76.3,,76.0,,59.9,68.5,
2024-01-30,70.8,69.39977612657842,84.05202478522516,47.282932936754236,4817,-6.810404957045032,82.2,79.4,,80.4,,66.4,71.2,
2024-01-31,70.4,68.46675812557588,84.33517520675264,46.15165479147184,4817,-6.867035041350528,81.3,77.0,,77.3,,62.3,74.8,
2024-02-01,69.2,66.59145602022316,84.45744065830144,43.939285153683564,4767,-6.891488131660286,78.7,88.2,,77.5,,68.2,76.0,
2024-02-02,66.8,59.535050700886885,84.42412406578337,46.09047893788538,4456,-6.884824813156678,76.4,78.5,,74.4,,56.6,70.8,
2024-02-03,56.8,32.067102792357275,84.87535655255097,50.27759049424153,3301,-6.975071310510197,63.9,66.8,,61.2,,51.6,55.5,
2024-02-04,54.7,27.25851651975503,84.46089013764701,49.88573970115642,3101,-6.892178027529402,61.0,60.1,,65.9,,46.4,54.4,
2024-02-05,63.2,50.092773129462046,84.293474011408,47.15387030275039,4024,-6.8586948022815974,71.8,76.2,,71.8,,60.7,64.3,
2024-02-06,66.3,58.2239932797968,84.38021145617729,46.52090323810057,4381,-6.876042291235455,75.7,78.8,,63.1,,60.8,71.0,
2024-02-07,69.7,67.24364366201672,84.2269432511402,45.595185947295,4728,-6.845388650228038,80.1,84.6,,68.7,,68.2,74.3,
2024-02-08,70.8,69.37860625862658,84.31969884209043,46.545601637711,4808,-6.863939768418087,81.8,76.5,,71.1,,63.8,74.9,
2024-02-09,66.2,58.70059565795748,84.16532700855286,45.47608947730183,4421,-6.833065401710573,75.7,67.3,,75.9,,74.5,71.6,
2024-02-10,55.0,27.778204670632604,84.41925888468003,50.63610793658293,3147,-6.883851776936005,61.5,53.0,,58.6,,62.1,55.3,
2024-02-11,51.8,20.677816360945723,83.99190606755852,49.42197976879047,2837,-6.798381213511702,57.4,58.6,,58.9,,56.5,52.4,
2024-02-12,64.7,53.57191521467242,84.65594627514727,46.841061678456114,4143,-6.931189255029456,73.9,76.1,,73.4,,57.3,66.3,
2024-02-13,67.6,60.6882034837815,84.65944055216914,47.100270309873125,4435,-6.931888110433829,77.7,67.7,,71.3,,75.5,70.2,
2024-02-14,69.3,65.0465729357617,84.539197838178,47.42158456217152,4590,-6.907839567635601,80.2,69.2,,72.3,,68.4,71.9,
2024-02-15,68.6,64.37030995296868,84.03868664523169,46.22003929621474,4559,-6.80773732904634,79.2,75.8,,79.2,,64.2,71.1,
2024-02-16,67.7,62.456500293319124,84.17418263777044,45.348683009749735,4580,-6.83483652755409,77.3,64.1,,64.8,,74.6,76.9,
2024-02-17,53.7,26.203579884224666,84.59525536676257,46.8448938339972,3157,-6.919051073352513,59.0,55.4,,55.0,,53.8,60.9,
2024-02-18,51.4,18.190900701644505,84.28336658958597,52.21474138068392,2723,-6.856673317917196,56.8,56.4,,50.9,,48.2,51.0,
2024-02-19,64.4,52.97108946302276,84.37708790563876,47.51704373698415,4119,-6.875417581127752,73.9,71.3,,63.9,,49.9,67.9,
2024-02-20,70.5,70.02949942896281,84.28442874708946,44.00708979612524,4815,-6.85688574941789,81.2,79.6,,83.8,,87.5,74.9,
2024-02-21,71.1,71.15254131365197,84.528140048793,43.8891666766012,4909,-6.905628009758599,81.5,81.3,,70.3,,83.2,78.7,
2024-02-22,68.8,65.2057055979906,84.31867586298273,44.7936693591444,4652,-6.863735172596546,78.7,88.2,,61.0,,72.8,74.1,
2024-02-23,67.9,64.27439781081323,84.49386761454288,41.820692599751624,4651,-6.898773522908579,76.5,94.6,,75.4,,65.8,74.5,
2024-02-24,55.6,31.792221023220996,84.76429201721369,45.06720938095955,3335,-6.95285840344274,61.4,80.2,,65.5,,51.5,58.3,
2024-02-25,53.3,23.67610752883323,84.7411038961039,49.58929875821769,2960,-6.948220779220779,58.8,71.2,,53.0,,45.9,53.3,
2024-02-26,66.0,57.74092729209226,84.55313954851242,45.264648237882824,4360,-6.910627909702482,75.2,83.0,,62.8,,54.0,71.1,
2024-02-27,69.3,67.68648499424854,84.1343246498956,42.994354424270654,4822,-6.826864929979119,79.1,77.8,,77.7,,65.3,79.0,
2024-02-28,69.8,67.28961096302423,84.09569591973447,46.23267791434827,4753,-6.819139183946893,80.5,70.9,,65.3,,65.3,75.4,
2024-02-29,68.0,63.192225283159395,84.15873520385108,45.47402150144671,4583,-6.831747040770217,78.1,74.2,,75.2,,57.5,72.8,
2024-03-01,65.0,55.328260863897704,84.14900960164825,46.07348494250039,4295,-6.829801920329646,74.1,67.3,,67.5,,55.6,70.9,
2024-03-02,53.8,25.736538811158415,83.9867496399867,49.52908166883879,3085,-6.797349927997338,59.9,58.1,,53.0,,44.9,56.8,
2024-03-03,51.5,19.196999864033014,84.58525593495094,49.74180034893196,2788,-6.917051186990186,56.5,59.2,,50.3,,48.5,53.8,
2024-03-04,65.3,54.56823083839935,84.41603535731039,48.73643688979396,4169,-6.8832070714620786,75.3,68.3,,67.9,,56.3,65.4,
2024-03-05,68.6,65.27416401190547,84.38252768491343,43.87857642691315,4695,-6.876505536982686,78.4,78.7,,69.5,,76.4,75.6,
2024-03-06,71.1,70.65135150198603,84.1563213092012,45.92052208773225,4874,-6.831264261840241,82.5,71.3,,71.7,,67.4,75.9,
2024-03-07,71.5,71.81440373836087,84.2409471560532,45.54754532946684,4911,-6.848189431210639,83.1,73.0,,84.7,,62.6,74.4,
2024-03-08,67.2,60.63890019906092,84.56260651484051,45.506283141299136,4530,-6.912521302968102,76.9,68.8,,60.5,,69.5,74.6,
2024-03-09,56.8,33.27056934920688,84.60955911553076,48.26907400328941,3382,-6.921911823106153,63.6,63.1,,56.8,,58.3,59.1,
2024-03-10,52.4,21.35618509879009,84.23661596959832,50.641340257422385,2857,-6.847323193919662,57.9,58.3,,53.9,,48.3,53.3,
2024-03-11,61.5,46.41585615300075,84.24757244051338,46.19065621147985,3901,-6.849514488102676,69.6,67.3,,66.9,,58.7,65.8,
2024-03-12,71.5,70.79439293593137,84.35396367822796,47.41739576868563,4859,-6.870792735645591,83.6,71.3,,65.4,,78.2,73.1,
2024-03-13,68.4,63.26360483318216,84.25379524615919,47.11815079575862,4554,-6.8507590492318355,79.1,73.9,,64.6,,74.6,69.7,
2024-03-14,68.9,64.41951347258201,84.17284301428862,47.47396837430233,4586,-6.834568602857726,79.4,74.4,,69.4,,69.2,69.3,
2024-03-15,65.6,56.90943875904181,83.86527939744447,46.485596707818935,4320,-6.773055879488892,75.1,72.7,,68.9,,60.5,68.1,
2024-03-16,55.7,29.888386361576128,84.57428463190283,49.38622957811869,3206,-6.914856926380564,62.0,65.2,,60.0,,53.9,55.3,
2024-03-17,56.1,29.5005561443805,84.28871795117597,53.04168371966262,3133,-6.857743590235192,63.2,59.3,,55.5,,60.6,52.5,
2024-03-18,65.6,55.49212242437123,84.1493102197966,48.513491389084315,4227,-6.829862043959319,75.7,65.8,,65.4,,68.6,66.0,
2024-03-19,69.1,64.74434890389696,84.55694523469774,46.721872222235724,4653,-6.911389046939545,79.8,68.2,,66.8,,66.2,73.4,
2024-03-20,67.9,63.261134605238496,84.2136234869748,44.72776942379476,4610,-6.842724697394961,77.8,81.4,,61.4,,83.0,72.9,
2024-03-21,68.8,64.70885350982397,84.07010896012623,46.227849214182996,4634,-6.814021792025248,79.7,76.7,,69.9,,75.1,70.5,
2024-03-22,67.7,61.83885735156703,84.22510310401611,46.476318007770075,4536,-6.845020620803221,78.2,73.5,,67.5,,74.8,69.8,
2024-03-23,55.7,29.67135784679324,84.19946893923272,50.760369128133846,3212,-6.839893787846542,62.7,58.8,,62.6,,58.3,53.9,
2024-03-24,55.8,28.729325015170218,84.53015793256098,52.719430556009684,3170,-6.906031586512197,63.2,56.1,,66.1,,52.2,51.9,
